State;Violent Crime Rate;Date
TX;418.9;2019-12
UT;235.6;2019-01
UT;235.6;2019-02
UT;235.6;2019-03
UT;235.6;2019-04
UT;235.6;2019-05
UT;235.6;2019-06
UT;235.6;2019-07
UT;235.6;2019-08
UT;235.6;2019-09
UT;235.6;2019-10
UT;235.6;2019-11
UT;235.6;2019-12
VT;202.2;2019-01
VT;202.2;2019-02
VT;202.2;2019-03
VT;202.2;2019-04
VT;202.2;2019-05
VT;202.2;2019-06
VT;202.2;2019-07
VT;202.2;2019-08
VT;202.2;2019-09
VT;202.2;2019-10
VT;202.2;2019-11
VT;202.2;2019-12
VA;208;2019-01
VA;208;2019-02
VA;208;2019-03
VA;208;2019-04
VA;208;2019-05
VA;208;2019-06
VA;208;2019-07
VA;208;2019-08
VA;208;2019-09
VA;208;2019-10
VA;208;2019-11
VA;208;2019-12
WA;293.9;2019-01
WA;293.9;2019-02
WA;293.9;2019-03
WA;293.9;2019-04
WA;293.9;2019-05
WA;293.9;2019-06
WA;293.9;2019-07
WA;293.9;2019-08
WA;293.9;2019-09
WA;293.9;2019-10
WA;293.9;2019-11
WA;293.9;2019-12
WV;316.6;2019-01
WV;316.6;2019-02
WV;316.6;2019-03
WV;316.6;2019-04
WV;316.6;2019-05
WV;316.6;2019-06
WV;316.6;2019-07
WV;316.6;2019-08
WV;316.6;2019-09
WV;316.6;2019-10
WV;316.6;2019-11
WV;316.6;2019-12
WI;293.2;2019-01
WI;293.2;2019-02
WI;293.2;2019-03
WI;293.2;2019-04
WI;293.2;2019-05
WI;293.2;2019-06
WI;293.2;2019-07
WI;293.2;2019-08
WI;293.2;2019-09
WI;293.2;2019-10
WI;293.2;2019-11
WI;293.2;2019-12
WY;217.4;2019-01
WY;217.4;2019-02
WY;217.4;2019-03
WY;217.4;2019-04
WY;217.4;2019-05
WY;217.4;2019-06
WY;217.4;2019-07
WY;217.4;2019-08
WY;217.4;2019-09
WY;217.4;2019-10
WY;217.4;2019-11
WY;217.4;2019-12
